Date,Open,High,Low,Close,Adj Close,Volume
3/22/2019,1372.5,1380.900024,1336.699951,1341.75,1329.43811,11465112
3/25/2019,1330.599976,1336.849976,1316.699951,1324.449951,1312.296875,7951992
3/26/2019,1330.300049,1371.599976,1330,1367.25,1354.704102,9479288
3/27/2019,1377.949951,1377.949951,1344.25,1349.25,1336.869263,10094174
3/28/2019,1350.25,1369.800049,1342.800049,1360,1347.52063,10482938
4/1/2019,1370,1406.800049,1362.550049,1391.849976,1379.078369,10098281
4/2/2019,1398,1403.099976,1380.099976,1389.699951,1376.947998,8012636
4/3/2019,1392.75,1403,1372,1375.199951,1362.581177,7849461
4/4/2019,1379,1383.699951,1347.25,1353.050049,1340.634399,8375674
4/5/2019,1360.949951,1363.900024,1343,1353.900024,1341.476563,6728239
4/8/2019,1356,1357.5,1323.699951,1329.25,1317.052856,8723577
4/9/2019,1328.900024,1340.699951,1321,1334.449951,1322.204956,9497621
4/10/2019,1337.949951,1348,1326.5,1331.400024,1319.183105,7612711
4/11/2019,1332.949951,1353,1329,1346.800049,1334.441772,5741333
4/12/2019,1350,1356.900024,1336.650024,1343.099976,1330.775635,5919742
4/15/2019,1345,1348.949951,1335,1340.150024,1327.852905,4245127
4/16/2019,1345,1360,1340,1343.75,1331.419678,7936553
4/18/2019,1375,1389.75,1365,1385.949951,1373.232422,17960482
4/22/2019,1360,1367,1341.300049,1345.349976,1333.005005,10792748
4/23/2019,1348,1373,1346,1363.849976,1351.335205,9055300
4/24/2019,1370.300049,1394.800049,1366.25,1389.5,1376.749878,7360887
4/25/2019,1389.099976,1412.400024,1362.599976,1372.400024,1359.806885,13929820
4/26/2019,1375,1395.949951,1370.699951,1392.800049,1380.019653,6889444
4/30/2019,1396.400024,1396.400024,1366.800049,1392.800049,1380.019653,10217019
5/2/2019,1392,1413.900024,1382.099976,1405.050049,1392.157349,8682505
5/3/2019,1407.949951,1417.5,1402.650024,1408.849976,1395.922363,6510169
5/6/2019,1398,1402.800049,1378.099976,1384.900024,1372.192139,7237910
5/7/2019,1394.800049,1395,1340.199951,1343.5,1331.171997,8877095
5/8/2019,1340,1340,1292.199951,1299.449951,1287.526245,14610543
5/9/2019,1288.800049,1288.800049,1251.75,1256.449951,1244.920776,19507368
5/10/2019,1265,1277.699951,1245,1251.150024,1239.669434,11226831
5/13/2019,1247.900024,1260.800049,1227.5,1232.050049,1220.744751,8047801
5/14/2019,1236.5,1269.349976,1231.5,1260.449951,1248.884033,13001004
5/15/2019,1273,1278,1250.599976,1256.900024,1245.366699,11163801
5/16/2019,1259.949951,1271.900024,1258.099976,1265.349976,1253.739136,6606652
5/17/2019,1267,1276.949951,1252,1267.400024,1255.770386,7898440
5/20/2019,1313.599976,1337.699951,1303.5,1325.900024,1313.733521,12333937
5/21/2019,1332.199951,1367,1330.050049,1339.800049,1327.505981,13872055
5/22/2019,1345.650024,1359.699951,1335.099976,1340.400024,1328.100464,11287400
5/23/2019,1372,1392,1325,1333.900024,1321.660156,17722514
5/24/2019,1348,1353.800049,1316.5,1336.849976,1324.583008,10180759
5/27/2019,1337.099976,1337.5,1307,1310.650024,1298.623535,7349720
5/28/2019,1319.800049,1334.800049,1313.349976,1323.75,1311.603271,19472659
5/29/2019,1321,1333.300049,1304.150024,1313.050049,1301.001465,7112830
5/30/2019,1316.25,1342,1316.25,1329.75,1317.548218,10740841
5/31/2019,1337.900024,1341.900024,1320.199951,1330.150024,1317.94458,11760178
6/3/2019,1335,1367.25,1321.199951,1360.199951,1347.71875,8483610
6/4/2019,1357.449951,1374.25,1348.099976,1351.650024,1339.247314,7059911
6/6/2019,1361.900024,1361.900024,1321.099976,1327.349976,1315.170166,7664319
6/7/2019,1325.949951,1327.25,1305.599976,1314.900024,1302.834595,6730595
6/10/2019,1320.900024,1327,1310.099976,1319.150024,1307.045532,5380148
6/11/2019,1321.849976,1334.5,1318,1329.150024,1316.953735,5253790
6/12/2019,1334.699951,1338.400024,1325,1332.150024,1319.92627,4707716
6/13/2019,1330,1334.699951,1308.650024,1327.25,1315.071167,7171189
6/14/2019,1321.900024,1325,1309.400024,1317.550049,1305.460205,6831331
6/17/2019,1320,1320,1278.5,1282.300049,1270.533691,6815554
6/18/2019,1278.900024,1287.949951,1269.099976,1281,1269.245483,7679193
6/19/2019,1286.900024,1302,1262.599976,1277.349976,1265.629028,6625604
6/20/2019,1280,1300,1278,1296.75,1284.851074,4914012
6/21/2019,1295.949951,1296,1275.550049,1279.5,1267.759277,10623098
6/24/2019,1272.150024,1276.449951,1257.099976,1262.400024,1250.816162,5150998
6/25/2019,1258.900024,1298,1254.25,1295.849976,1283.959229,6842363
6/26/2019,1291,1304.599976,1286.349976,1294.150024,1282.274902,5299942
6/27/2019,1293.150024,1296.900024,1271,1274.150024,1262.458374,11385972
6/28/2019,1277.099976,1282.849976,1248.650024,1253.099976,1241.60144,8659721
7/1/2019,1258.050049,1272.650024,1246.449951,1268.849976,1257.207031,6162080
7/2/2019,1273.949951,1281,1263.300049,1278.5,1266.768555,4638751
7/3/2019,1282.900024,1286.5,1275.050049,1282.550049,1270.781372,4026032
7/4/2019,1281.400024,1291,1280,1284,1272.218018,4275148
7/5/2019,1285.099976,1290.5,1260,1263.349976,1251.757446,4995344
7/8/2019,1258,1268.099976,1248.199951,1252.050049,1240.561279,6404544
7/9/2019,1248.949951,1283.5,1245.5,1280.099976,1268.35376,8016757
7/10/2019,1280.050049,1289.349976,1268.699951,1278.849976,1267.115234,5494315
7/11/2019,1287,1289.800049,1279.300049,1281.550049,1269.790527,3935460
7/12/2019,1283,1300,1278.050049,1280.5,1268.750122,7174054
7/15/2019,1285,1289.5,1270.349976,1276.099976,1264.390503,4873164
7/16/2019,1279.949951,1294.900024,1277.050049,1293,1281.135498,4604019
7/17/2019,1294.300049,1297,1280,1281.849976,1270.087646,4334958
7/18/2019,1282,1286.400024,1258,1261.849976,1250.27124,5459896
7/19/2019,1268.199951,1272.949951,1242.699951,1249,1237.539185,7468515
7/22/2019,1251,1284.5,1227.300049,1280.5,1268.750122,13300153
7/23/2019,1285,1293.900024,1260.400024,1273.550049,1261.864014,9287951
7/24/2019,1273.5,1278.800049,1253.550049,1259.099976,1247.546387,6943982
7/25/2019,1264,1269.050049,1227,1231.5,1220.199707,9968545
7/26/2019,1231.5,1242.5,1210,1213.800049,1202.662231,9320481
7/29/2019,1216.900024,1222,1205.099976,1210.949951,1199.838257,8058035
7/30/2019,1213.949951,1220,1175.949951,1180.900024,1170.064087,9533344
7/31/2019,1175.75,1185,1162.400024,1166.25,1155.548462,9705619
8/1/2019,1163.400024,1188.199951,1150.349976,1180.25,1169.420044,10344862
8/2/2019,1175.699951,1198.25,1162.099976,1184.349976,1179.919556,10865385
8/5/2019,1167,1167,1128,1143.349976,1139.072998,13897461
8/6/2019,1134.75,1149.599976,1122,1128.300049,1124.079346,13288909
8/7/2019,1126.5,1138.550049,1103.099976,1109.400024,1105.25,11588879
8/8/2019,1108.349976,1158,1095.300049,1152.349976,1148.039307,14262936
8/9/2019,1161.849976,1175.5,1152.300049,1162.099976,1157.752808,10043949
8/13/2019,1233.150024,1302.800049,1226,1274.75,1269.981445,47923444
8/14/2019,1304,1304.449951,1280.349976,1288.25,1283.430908,14487137
8/16/2019,1291.199951,1291.800049,1273,1278,1273.219238,10047496
8/19/2019,1281.050049,1296.800049,1280,1292.599976,1287.764648,7459859
8/20/2019,1289.800049,1292.599976,1272.599976,1275.949951,1271.17688,6843460
8/21/2019,1275.650024,1278.650024,1266.5,1270.949951,1266.195557,4881553
8/22/2019,1270.949951,1271,1238.900024,1246.75,1242.086182,6414937
8/23/2019,1239,1284,1226.5,1275.849976,1271.077271,9741262
8/26/2019,1294,1294,1259,1266.800049,1262.061279,8778739
8/27/2019,1285,1285,1261.199951,1274.849976,1270.081055,12984396
8/28/2019,1273.75,1281,1256.050049,1263.300049,1258.574341,5305639
8/29/2019,1256.449951,1260.25,1235.300049,1241.75,1237.104858,8635974
8/30/2019,1245.5,1254.400024,1221,1248.550049,1243.879517,11308120
9/3/2019,1242.25,1243,1200,1206.400024,1201.887085,8563009
9/4/2019,1200.550049,1205.25,1186.050049,1201.150024,1196.656738,15063355
9/5/2019,1206.800049,1213.199951,1193.300049,1198.599976,1194.116211,10512763
9/6/2019,1203,1229,1195.25,1222.5,1217.92688,10600234
9/9/2019,1220.650024,1233,1213.150024,1222.199951,1217.62793,5370758
9/11/2019,1222.5,1240,1222.5,1234.400024,1229.782349,5544468
9/12/2019,1235,1240.449951,1205.699951,1210.349976,1205.822266,5431139
9/13/2019,1212,1228.5,1206.900024,1225.599976,1221.015259,5919260
9/16/2019,1189,1219.099976,1186.099976,1210.75,1206.220825,9393731
9/17/2019,1211,1211,1193.5,1197.449951,1192.970581,7150435
9/18/2019,1204.949951,1216.300049,1197.199951,1205.699951,1201.189697,6827281
9/19/2019,1207.849976,1209.699951,1172.650024,1179.050049,1174.639526,6293454
9/20/2019,1187.949951,1269.900024,1174.300049,1254.349976,1249.657715,22019674
9/23/2019,1274.150024,1281,1235,1239.199951,1234.564331,9879751
9/24/2019,1243.599976,1298.800049,1242.75,1278.699951,1273.916626,15982067
9/25/2019,1284,1295,1268.849976,1279.550049,1274.76355,8316894
9/26/2019,1292,1298.800049,1283.5,1296.800049,1291.948975,8389212
9/27/2019,1292.5,1315,1284,1309.050049,1304.153198,8712980
9/30/2019,1310,1335.75,1305.550049,1332.25,1327.266357,11549746
10/1/2019,1337,1342,1293.300049,1304.900024,1300.018677,8192597
10/3/2019,1286,1314.699951,1281.300049,1311.050049,1306.14563,6183107
10/4/2019,1319.900024,1328.599976,1303.849976,1308.099976,1303.206665,6853954
10/7/2019,1308.099976,1320.800049,1301.699951,1310.099976,1305.199219,4599818
10/9/2019,1308.699951,1329.949951,1292.5,1324.75,1319.794434,8040938
10/10/2019,1325,1369,1321,1362.75,1357.652222,16003744
10/11/2019,1363.699951,1365.599976,1336.550049,1352.599976,1347.540161,7587648
10/14/2019,1364.949951,1364.949951,1350.849976,1358,1352.920044,6123412
10/15/2019,1362.5,1370,1354.300049,1364.150024,1359.046997,4422075
10/16/2019,1369.900024,1379.650024,1363.699951,1372.349976,1367.216309,8870701
10/17/2019,1375,1399,1372,1396.5,1391.276001,7332464
10/18/2019,1404,1427.900024,1398.699951,1416.349976,1411.051758,12856410
10/22/2019,1425,1436.849976,1403.349976,1414.150024,1408.859985,12703054
10/23/2019,1416.300049,1425.949951,1383.150024,1392.400024,1387.191406,8432964
10/24/2019,1401,1441.400024,1386.550049,1436.449951,1431.076538,10351384
10/25/2019,1441.099976,1441.449951,1411.25,1431.199951,1425.846191,6190013
10/29/2019,1445.5,1480,1442.099976,1467.050049,1461.562134,11780494
10/30/2019,1480,1484.550049,1460.300049,1479.099976,1473.567017,7470723
10/31/2019,1484,1489.650024,1461.699951,1464.349976,1458.872192,8898168
11/1/2019,1455,1461.800049,1441,1456.900024,1451.450073,6356579
11/4/2019,1465.900024,1471,1445.099976,1457.650024,1452.197266,6429329
11/5/2019,1463.099976,1468.949951,1441,1447.300049,1441.885986,5799318
11/6/2019,1442.699951,1446.449951,1428.5,1434.900024,1429.532349,6686289
11/7/2019,1435,1463,1432.199951,1458.599976,1453.143677,6438749
11/8/2019,1449,1459.650024,1441.300049,1445.5,1440.092651,5494844
11/11/2019,1439.099976,1444.25,1422.550049,1427.800049,1422.458984,5192423
11/13/2019,1430,1475.900024,1430,1472.300049,1466.79248,11532364
11/14/2019,1476,1481.599976,1455.800049,1462.75,1457.278198,6518339
11/15/2019,1465.650024,1486.800049,1463.150024,1470.849976,1465.347778,7173674
11/18/2019,1472.650024,1486,1455.400024,1459.199951,1453.741455,6435097
11/19/2019,1467,1514.900024,1465,1509.75,1504.102295,13795569
11/20/2019,1555.050049,1572.400024,1543.199951,1547.650024,1541.860596,19904164
11/21/2019,1545,1556,1528.550049,1537.599976,1531.848145,6810577
11/22/2019,1542.099976,1569.5,1537.599976,1546.5,1540.714844,10218978
11/25/2019,1551.150024,1564.800049,1551,1561.550049,1555.708618,6924313
11/26/2019,1568.099976,1576.349976,1556,1560.25,1554.413452,16152137
11/27/2019,1559.949951,1575.5,1556.099976,1569.849976,1563.977539,4408336
11/28/2019,1572.650024,1584.150024,1563.949951,1580.300049,1574.388428,6284885
11/29/2019,1581.949951,1581.949951,1547.849976,1551.150024,1545.347534,8484822
12/2/2019,1600,1614.449951,1577,1586.5,1580.565186,14275186
12/3/2019,1592.75,1594,1572.599976,1578.900024,1572.993652,5938786
12/4/2019,1573,1577.5,1533.75,1552.699951,1546.891602,9594828
12/5/2019,1574,1579.75,1544,1550.849976,1545.048584,9117022
12/6/2019,1553,1568,1541.099976,1554.900024,1549.083496,5982129
12/9/2019,1556.150024,1577.400024,1546.5,1572.599976,1566.717163,5779807
12/10/2019,1572.050049,1573.599976,1554.150024,1561.949951,1556.107056,4650906
12/11/2019,1555.599976,1574.5,1550.599976,1562.400024,1556.55542,5652698
12/12/2019,1570.25,1573.849976,1556.650024,1568.199951,1562.333618,4720977
12/13/2019,1580,1590,1572.400024,1582.900024,1576.97876,5791522
12/16/2019,1592,1593.900024,1564.349976,1566.599976,1560.739624,5436951
12/17/2019,1566.75,1579,1555.550049,1562.699951,1556.854248,9291724
12/18/2019,1563,1580,1562,1575.849976,1569.955078,6739582
12/19/2019,1573.699951,1614.900024,1571.800049,1609.949951,1603.92749,9375484
12/20/2019,1615,1617.550049,1596.099976,1599.099976,1593.118042,9724619
12/23/2019,1560.099976,1577.550049,1557.800049,1571.400024,1565.521729,11478429
12/24/2019,1568.900024,1572.050049,1542.5,1546.449951,1540.665039,8251144
12/26/2019,1541.650024,1552.949951,1510.150024,1515.400024,1509.731201,13605737
12/27/2019,1527,1546.199951,1521.300049,1542.349976,1536.580322,8081591
12/30/2019,1545.949951,1547.650024,1528.050049,1544.199951,1538.423462,7828402
12/31/2019,1542,1543.699951,1508.050049,1514.050049,1508.386353,10150467
1/1/2020,1518,1527.099976,1505.5,1509.599976,1503.952881,6402372
1/2/2020,1512,1540.949951,1512,1535.300049,1529.556763,8096561
1/3/2020,1533,1541.650024,1523,1537.150024,1531.399902,9593498
1/6/2020,1520,1527.900024,1498,1501.5,1495.883179,11209343
1/7/2020,1519,1534.5,1513.5,1524.599976,1518.896729,7627191
1/8/2020,1515,1534.449951,1510,1513.150024,1507.489624,7336561
1/9/2020,1538.599976,1550,1531.25,1548,1542.209229,6849606
1/10/2020,1551.900024,1557.949951,1539.650024,1547.650024,1541.860596,5704686
1/13/2020,1545.050049,1558.699951,1538.400024,1543.699951,1537.925293,8358090
1/14/2020,1540,1550,1521.849976,1529.400024,1523.678833,7230788
1/15/2020,1535.849976,1539.900024,1518.25,1523.849976,1518.149536,7231393
1/16/2020,1529,1543.349976,1528,1537.900024,1532.147095,5873662
1/17/2020,1553.5,1584.949951,1553.199951,1581,1575.085815,13469708
1/20/2020,1609,1609,1526.400024,1532.349976,1526.617798,14878868
1/21/2020,1528.599976,1545.849976,1522,1533.900024,1528.161987,8650831
1/22/2020,1544,1546.75,1531.099976,1533.349976,1527.614014,4719245
1/23/2020,1536.5,1541.949951,1520.699951,1526.849976,1521.138306,5142088
1/24/2020,1527,1536.349976,1518.550049,1521.550049,1515.858276,6687633
1/27/2020,1514.900024,1524.449951,1505,1506.550049,1500.914307,6120429
1/28/2020,1508.599976,1510,1463.599976,1471.75,1466.244507,11215313
1/29/2020,1474.050049,1494.400024,1464.050049,1479.849976,1474.314209,11313297
1/30/2020,1479,1479.699951,1440,1443.75,1438.349243,10241756
1/31/2020,1453,1453.25,1407.199951,1411.650024,1406.369385,15886673
2/3/2020,1369.900024,1399.949951,1363.050049,1385.5,1380.317139,14040626
2/4/2020,1400,1432.5,1397.800049,1426.400024,1421.064209,11604666
2/5/2020,1434.900024,1452.800049,1430.300049,1448.5,1443.081421,8444823
2/6/2020,1454.099976,1467,1440.099976,1457.800049,1452.34668,7103715
2/7/2020,1451,1452.349976,1428.300049,1433.650024,1428.286987,5581641
2/10/2020,1428,1445.5,1410.449951,1435.599976,1430.229736,6922631
2/11/2020,1447.400024,1466.199951,1445.050049,1452.75,1447.315552,6400245
2/12/2020,1456.150024,1474.849976,1455,1470.300049,1464.799927,6187091
2/13/2020,1477.75,1477.75,1462.599976,1474.150024,1468.635498,6201763
2/14/2020,1477.25,1501.449951,1453.099976,1487.599976,1482.035156,9704655
2/17/2020,1489,1506.150024,1474.300049,1478.25,1472.720215,6011340
2/18/2020,1475.900024,1475.900024,1457.400024,1467.400024,1461.910767,5086964
2/19/2020,1479.349976,1506.449951,1475.099976,1503.800049,1498.174683,6438918
2/20/2020,1497,1508,1483.800049,1485.949951,1480.391357,7722577
2/24/2020,1469.75,1477,1439.550049,1444.949951,1439.544678,9769743
2/25/2020,1451.400024,1451.400024,1410,1416.400024,1411.101563,12684109
2/26/2020,1410,1412.349976,1387.349976,1392,1386.792847,13423661
2/27/2020,1388,1393.800049,1369,1386.25,1381.064331,11454300
2/28/2020,1354.900024,1357,1325,1328.650024,1323.67981,17973847
3/2/2020,1355.099976,1369,1301.099976,1316.150024,1311.226563,13486634
3/3/2020,1329.699951,1353.900024,1322,1342.849976,1337.82666,12525809
3/4/2020,1352,1353.800049,1307.900024,1339.699951,1334.688477,10105782
3/5/2020,1352.199951,1357.949951,1306,1311.150024,1306.245239,13948324
3/6/2020,1270,1288.150024,1241.099976,1271,1266.245483,15422068
3/9/2020,1240.050049,1241,1095,1114.150024,1109.982178,40316138
3/11/2020,1108,1178.449951,1108,1153.550049,1149.234863,27237321
3/12/2020,1085,1101,1048.699951,1063,1059.02356,25587823
3/13/2020,998,1140,942.400024,1105.300049,1101.165405,33509107
3/16/2020,1060.550049,1079.699951,1005,1015.700012,1011.900513,17592794
3/17/2020,1047.25,1060,1003.200012,1008,1004.229309,20776373
3/18/2020,1025.300049,1035.900024,961,968.5,964.877075,20449241
3/19/2020,920.099976,967,892.200012,917.700012,914.26709,28071848
3/20/2020,939.5,1034.900024,930,1017.950012,1014.14209,28966278
3/23/2020,916.200012,950,875.650024,884.049988,880.74292,18593390
3/24/2020,930,970,895.799988,943.400024,939.870972,20908452
3/25/2020,963.799988,1151.550049,963.25,1082.25,1078.201538,33432712
3/26/2020,1095.800049,1116.900024,1042.349976,1066.199951,1062.211548,20912841
3/27/2020,1095,1107.300049,1046.199951,1065.599976,1061.61377,19044609
3/30/2020,1040.599976,1074.800049,1020,1030.449951,1026.595215,13820078
3/31/2020,1073.949951,1129.800049,1048,1113.75,1109.58374,20249183
4/1/2020,1122.25,1124.599976,1045.199951,1080.449951,1076.408203,19016959
4/3/2020,1134.449951,1134.449951,1056.300049,1077.449951,1073.419434,18911970
4/7/2020,1102.099976,1214,1100,1206.099976,1201.588257,24857792
4/8/2020,1180,1229,1160,1192.150024,1187.69043,22803609
4/9/2020,1214,1232.800049,1193,1219.949951,1215.386353,15101511
4/13/2020,1203.949951,1215,1180,1189.150024,1184.70166,10822858
4/15/2020,1197.050049,1236,1143,1149.849976,1145.548584,16147958
4/16/2020,1149.849976,1187.449951,1145,1168.050049,1163.680664,17123489
4/17/2020,1216,1230,1192.650024,1224,1219.421265,15209621
4/20/2020,1226,1257,1202,1243.800049,1239.147217,16472130
4/21/2020,1210,1252,1164,1237.349976,1232.721313,28057044
4/22/2020,1320,1384.900024,1300,1363.599976,1358.499023,65230035
4/23/2020,1367.349976,1385.849976,1353.300049,1370.900024,1365.771729,29928168
4/24/2020,1350.150024,1494.949951,1347.199951,1417,1411.699341,61711199
4/27/2020,1434,1475,1423,1429.75,1424.401611,26736415
4/28/2020,1450,1455.449951,1392.150024,1428.150024,1422.807617,35866256
4/29/2020,1444.900024,1453.650024,1420,1426.949951,1421.612061,17141303
4/30/2020,1440.300049,1480.910034,1424.550049,1452.22998,1446.797485,32926121
5/4/2020,1426.47998,1451.23999,1404.140015,1421.719971,1416.401611,24670336
5/5/2020,1440.050049,1465.109985,1433.609985,1446.930054,1441.517456,20723079
5/6/2020,1450.25,1471.01001,1431.930054,1447.030029,1441.616943,18685710
5/7/2020,1441.339966,1499.439941,1431.430054,1492.800049,1487.21582,23087436
5/8/2020,1530.48999,1565.060059,1522.670044,1547.130005,1541.342529,38887255
5/11/2020,1565.160034,1599.839966,1557.540039,1561.98999,1556.146973,30959745
5/12/2020,1550.109985,1553.619995,1451.23999,1465.359985,1459.878418,46465281
5/13/2020,1527,1527,1454,1496.449951,1490.852051,30657492
5/14/2020,1469,1496.699951,1430.050049,1435.949951,1430.578369,22736607
5/15/2020,1444,1466.699951,1415.099976,1459.400024,1453.940674,28683258
5/18/2020,1470,1482,1428,1440.75,1435.360474,28980385
5/19/2020,1457,1461.699951,1403.25,1408.900024,1403.629639,19528760
5/20/2020,1410,1446.849976,1393,1433.699951,1428.336792,25530626
5/21/2020,1435,1461.449951,1425,1441.25,1435.858643,18076017
5/22/2020,1451.800049,1458,1426.5,1431.550049,1426.194946,17458065
5/26/2020,1448.150024,1449.699951,1416.300049,1424.050049,1418.723022,15329472
5/27/2020,1431,1454,1412,1445.550049,1440.142578,16460756
5/28/2020,1455,1479.75,1449,1472.25,1466.742676,18518271
5/29/2020,1468,1472,1452.650024,1464.400024,1458.921997,18470390
6/1/2020,1480,1538.349976,1475.949951,1520.349976,1514.66272,18434012
6/2/2020,1526,1540,1520.800049,1535.699951,1529.9552,10224049
6/3/2020,1545,1560,1533.349976,1541.650024,1535.883057,11713461
6/4/2020,1544,1589.5,1541,1579.800049,1573.890381,15784379
6/5/2020,1595,1618,1573.699951,1581.699951,1575.783203,15264885
6/8/2020,1618.400024,1618.400024,1565,1569.5,1563.628784,14497996
6/9/2020,1560.300049,1583,1533,1537.150024,1531.399902,11933076
6/10/2020,1543.099976,1579.550049,1540.050049,1572.150024,1566.268921,10214213
6/11/2020,1566,1567.949951,1531,1537.699951,1531.947754,9408046
6/12/2020,1500,1593,1497,1588.800049,1582.856689,17790311
6/15/2020,1565,1626.949951,1561.099976,1614.550049,1608.510376,24509058
6/16/2020,1643,1648.550049,1585.300049,1617.699951,1611.648438,23622794
6/17/2020,1608.25,1635.449951,1602.099976,1615.349976,1609.307251,19282411
6/18/2020,1607,1665,1605.599976,1655.900024,1649.705688,18677617
6/19/2020,1670,1788.800049,1662,1759.400024,1752.818481,48828609
6/22/2020,1773.400024,1804.199951,1735,1746.150024,1739.618042,27781693
6/23/2020,1750,1763.75,1716.099976,1720.900024,1714.462524,17519493
6/24/2020,1735.900024,1772.699951,1711.699951,1727.849976,1721.386475,23807033
6/25/2020,1727,1749,1713.050049,1717.900024,1711.473755,18312025
6/26/2020,1728.800049,1752,1717,1741.650024,1735.134888,14270458
6/29/2020,1728.050049,1739.75,1715.550049,1723.150024,1716.704102,11824524
6/30/2020,1737,1741,1695.550049,1704.099976,1697.725342,13972563
7/1/2020,1720,1749,1708.050049,1737.599976,1731.099976,13136179
7/2/2020,1743,1767.599976,1735.050049,1760.349976,1760.349976,13286365
7/3/2020,1779.800049,1793,1768,1787.900024,1787.900024,13583909
7/6/2020,1805,1858,1792.099976,1851.800049,1851.800049,21697962
7/7/2020,1860,1864.349976,1806.300049,1823.449951,1823.449951,16239990
7/8/2020,1824.050049,1834.949951,1790,1798,1798,12093186
7/9/2020,1809,1835,1786.25,1824.25,1824.25,16807336
7/10/2020,1828.5,1884.599976,1824.25,1878.050049,1878.050049,20195218
7/13/2020,1903.349976,1947.699951,1900,1935,1935,32124262
7/14/2020,1934,1941.699951,1887.300049,1917,1917,31073305
7/15/2020,1937.949951,1978.800049,1798,1844,1844,64457578
7/16/2020,1847,1869,1812.449951,1843.400024,1843.400024,28133826
7/17/2020,1845,1920,1838,1911.699951,1911.699951,22948894
7/20/2020,1917.800049,1932,1899.650024,1919.900024,1919.900024,16887635
7/21/2020,1939,1977,1936.5,1971.550049,1971.550049,19463004
7/22/2020,1983,2010,1960.699951,2004,2004,27584518
7/23/2020,2003.949951,2079.699951,1991.349976,2057.800049,2057.800049,26921017
7/24/2020,2058,2163,2057.800049,2146.149902,2146.149902,55655668
7/27/2020,2178.800049,2198.800049,2127.899902,2156.199951,2156.199951,37060665
7/28/2020,2156.199951,2194,2150.649902,2177.699951,2177.699951,25435297
7/29/2020,2177.899902,2182.800049,2070.449951,2096.649902,2096.649902,33534147
7/30/2020,2099,2139.699951,2072,2108.850098,2108.850098,33623699
7/31/2020,2114.5,2129,2052.800049,2067.100098,2067.100098,34593133
8/3/2020,2051.300049,2057,2003.099976,2009,2009,21559142
8/4/2020,2020.599976,2167,2000.25,2150.600098,2150.600098,42476932
8/5/2020,2169,2196,2118.300049,2126.449951,2126.449951,34404810
8/6/2020,2157,2167.699951,2107.800049,2134.100098,2134.100098,22762545
